,Close,Close_detrend,Target(1),Target(30),Prediction(1),Prediction(30)
556075,36.11,-5.61127808941184,-1.0,1.0,-1.0,1.0
556076,35.68,-6.053490784795791,1.0,1.0,-1.0,1.0
556077,35.91,-5.835703480179745,-1.0,1.0,-1.0,1.0
556078,35.23,-6.527916175563696,1.0,1.0,1.0,1.0
556079,36.03,-5.740128870947642,1.0,1.0,1.0,1.0
556080,36.11,-5.672341566331596,1.0,1.0,-1.0,1.0
556081,36.12,-5.674554261715549,-1.0,1.0,-1.0,1.0
556082,35.87,-5.9367669570995005,-1.0,1.0,-1.0,1.0
556083,34.58,-7.238979652483452,-1.0,1.0,-1.0,1.0
556084,34.16,-7.671192347867403,-1.0,1.0,-1.0,1.0
556085,33.97,-7.873405043251353,1.0,1.0,1.0,1.0
556086,34.95,-6.905617738635301,-1.0,1.0,1.0,1.0
556087,34.88,-6.9878304340192505,1.0,1.0,1.0,1.0
556088,35.69,-6.190043129403208,-1.0,1.0,-1.0,1.0
556089,35.55,-6.342255824787159,1.0,1.0,-1.0,1.0
556090,36.17,-5.734468520171106,-1.0,1.0,-1.0,1.0
556091,36.06,-5.8566812155550565,-1.0,1.0,-1.0,1.0
556092,35.93,-5.998893910939009,1.0,1.0,-1.0,1.0
556093,35.95,-5.991106606322957,-1.0,1.0,-1.0,1.0
556094,35.36,-6.593319301706913,-1.0,1.0,-1.0,1.0
556095,34.9,-7.065531997090872,1.0,1.0,-1.0,1.0
556096,35.71,-6.267744692474822,-1.0,1.0,-1.0,1.0
556097,35.7,-6.28995738785877,-1.0,1.0,-1.0,1.0
556098,35.35,-6.652170083242723,1.0,1.0,-1.0,1.0
556099,36.03,-5.984382778626674,1.0,1.0,1.0,1.0
556100,37.11,-4.916595474010626,1.0,1.0,1.0,1.0
556101,38.25,-3.7888081693945783,1.0,1.0,1.0,1.0
556102,38.44,-3.6110208647785313,1.0,1.0,1.0,1.0
556103,39.21,-2.8532335601624794,-1.0,1.0,1.0,1.0
556104,38.99,-3.085446255546429,1.0,1.0,1.0,1.0
556105,39.6,-2.4876589509303813,1.0,1.0,1.0,1.0
556106,39.76,-2.339871646314336,1.0,1.0,1.0,1.0
556107,39.81,-2.3020843416982832,1.0,1.0,1.0,1.0
556108,41.35,-0.7742970370822349,1.0,1.0,1.0,-1.0
556109,41.4,-0.7365097324661889,1.0,1.0,1.0,1.0
556110,41.75,-0.39872242785013867,1.0,1.0,1.0,1.0
556111,42.42,0.25906487676591183,-1.0,1.0,-1.0,1.0
556112,42.04,-0.13314781861804192,1.0,1.0,1.0,1.0
